hts_8digit,description,unit,general_rate_raw,general_ad_valorem_rate,special_rate_raw,other_rate_raw,edition_label,generated_at,conflict_count_same_8digit
02085000,Of reptiles (including snakes and turtles),"[""kg""]",6.4%,0.064,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
02086000,Of camels and other camelids (Camelidae),"[""kg""]",6.4%,0.064,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
02089020,Deer,"[""kg""]",Free,0.0,,13.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
02089025,Frogsʼ legs,"[""kg""]",Free,0.0,,10%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
02089030,"Quail, eviscerated, not in pieces","[""kg""]",7¢/kg,,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",22¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
02089091,Other,"[""kg""]",6.4%,0.064,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
02091000,Of pigs,"[""kg""]",3.2%,0.032,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
02099000,Other,"[""kg""]",3.2%,0.032,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
02101100,"Hams, shoulders and cuts thereof, with bone in",,1.4¢/kg,,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)",7.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
02101200,Bellies (streaky) and cuts thereof,,1.4¢/kg,,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",7.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
02101900,Other,,1.4¢/kg,,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)",7.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
02102000,Meat of bovine animals,"[""kg""]",Free,0.0,,30%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
02109100,Of primates,"[""kg""]",2.3%,0.023,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
02109201,"Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)","[""kg""]",2.3%,0.023,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
02109300,Of reptiles (including snakes and turtles),"[""kg""]",2.3%,0.023,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
02109920,Meat of poultry of heading 0105,"[""kg""]",2.3%,0.023,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
02109991,Other,"[""kg""]",2.3%,0.023,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03011100,Freshwater,,Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03011900,Other,"[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03019100,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03019200,Eels (Anguilla spp.),"[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03019302,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",,Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03019401,"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)","[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03019500,Southern Bluefin tunas (Thunnus maccoyii),"[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03019903,Other,,Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03021100,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache  and Oncorhynchus chrysogaster)",,Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03021300,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",,Free,0.0,,4.4¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03021400,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),,Free,0.0,,4.4¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03021900,Other,"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03022100,"Halibut and Greenland turbot (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",,Free,0.0,,4.4¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03022200,Plaice (Pleuronectes platessa),"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03022300,Sole (Solea spp.),"[""kg""]",1.1¢/kg,,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03022400,Turbots (Psetta maxima),"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03022901,Other,,Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03023100,Albacore or longfinned tunas (Thunnus alalunga),"[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03023200,Yellowfin tunas (Thunnus albacares),"[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03023300,Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis),"[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03023400,Bigeye tunas (Thunnus obesus),"[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03023501,"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)","[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03023600,Southern bluefin tunas (Thunnus maccoyii),"[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03023902,Other,"[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03024100,"Herrings (Clupea harengus, Clupea pallasii)","[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03024200,Anchovies (Engraulis spp.),"[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03024300,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)","[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03024400,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)","[""kg""]",Free,0.0,,4.4¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03024511,"Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less","[""kg""]",3%,0.03,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03024550,Other,"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03024611,"Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less","[""kg""]",3%,0.03,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03024650,Other,"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03024700,Swordfish (Xiphias gladius),,Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03024900,Other,"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03025100,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",,Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03025200,Haddock (Melanogrammus aeglefinus),"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03025300,Coalfish (Pollachius virens),"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03025411,"Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less","[""kg""]",3%,0.03,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03025450,Other,"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03025511,"Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less","[""kg""]",3%,0.03,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03025550,Other,"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03025611,"Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less","[""kg""]",3%,0.03,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03025650,Other,"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03025911,"Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less","[""kg""]",3%,0.03,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03025950,Other,,Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03027111,"Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less","[""kg""]",3%,0.03,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03027150,Other,"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03027211,"Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less","[""kg""]",3%,0.03,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03027250,Other,,Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03027311,"Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less","[""kg""]",3%,0.03,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03027350,Other,"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03027400,Eels (Anguilla spp.),"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03027911,"Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less","[""kg""]",3%,0.03,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03027950,Other,,Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03028100,Dogfish and other sharks,,Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03028200,Rays and skates (Rajidae),"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03028300,Toothfish (Dissostichus spp.),"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03028411,"Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less","[""kg""]",3%,0.03,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03028450,Other,"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03028511,"Scaled (whether or not heads, viscera and/or fins have been removed, but not otherwise processed), in immediate containers weighing with their contents 6.8 kg or less","[""kg""]",3%,0.03,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03028550,Other,"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03028911,"Scaled (whether or not heads, viscera and/or fins have been processed), in immediate containers weighing with their contents 6.8 kg or less",,3%,0.03,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03028950,Other,,Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03029120,Sturgeon roe,"[""kg""]",15%,0.15,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",30%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03029140,Other,,Free,0.0,,44¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03029200,Shark fins,"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03029900,Other,"[""kg""]",Free,0.0,,44¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03031100,Sockeye salmon (red salmon) (Oncorhynchus nerka),"[""kg""]",Free,0.0,,4.4¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03031200,"Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",,Free,0.0,,4.4¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03031300,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),"[""kg""]",Free,0.0,,4.4¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03031400,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03031901,Other,"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03032300,Tilapias (Oreochromis spp.),"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03032400,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",,Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03032501,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)","[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03032600,Eels (Anguilla spp.),"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03032901,Other,,Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03033100,"Halibut and Greenland turbot (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",,Free,0.0,,4.4¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03033200,Plaice (Pleuronectes platessa),"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03033300,Sole (Solea spp.),"[""kg""]",1.1¢/kg,,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03033400,Turbots (Psetta maxima),"[""kg""]",1.1¢/kg,,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03033901,Other,,1.1¢/kg,,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03034100,Albacore or longfinned tunas (Thunnus alalunga),"[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03034200,Yellowfin tunas (Thunnus albacares),,Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03034300,Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis),"[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03034400,Bigeye tunas (Thunnus obesus),"[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03034501,"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)",,Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03034600,Southern bluefin tunas (Thunnus maccoyii),"[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03034902,Other,"[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03035100,"Herrings (Clupea harengus, Clupea pallasii)","[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03035300,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)","[""kg""]",1.1¢/kg,,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03035400,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)","[""kg""]",Free,0.0,,4.4¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03035500,Jack and horse mackerel (Trachurus spp.),"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03035600,Cobia (Rachycentron canadum),"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03035700,Swordfish (Xiphias gladius),,Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03035900,Other,"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03036300,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",,Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03036400,Haddock (Melanogrammus aeglefinus),"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03036500,Coalfish (Pollachius virens),"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03036600,"Hake (Merluccius spp., Urophycis spp.)","[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03036700,Alaska pollock (Theragra chalcogramma),"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03036800,"Blue whitings (Micromesistius poutassou, Micromesistius australis)","[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03036900,Other,"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03038100,Dogfish and other sharks,,1.1¢/kg,,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03038200,Rays and skates (Rajidae),"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03038300,Toothfish (Dissostichus spp.),"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03038400,Sea Bass (Dicentrachus spp.),"[""kg""]",Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03038900,Other,,Free,0.0,,2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03039120,Sturgeon roe,"[""kg""]",15%,0.15,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",30%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03039140,Other,,Free,0.0,,44¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03039200,Shark fins,"[""kg""]",1.1¢/kg,,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",2.2¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03039900,Other,"[""kg""]",Free,0.0,,44¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03043100,Tilapias (Oreochromis spp.),"[""kg""]",Free,0.0,,5.5¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03043200,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",,Free,0.0,,5.5¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03043300,Nile perch (Lates niloticus),"[""kg""]",Free,0.0,,5.5¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03043900,Other,"[""kg""]",Free,0.0,,5.5¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03044100,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus) Atlantic Salmon (Salmo salar) and Danube salmon (Hucho hucho)",,Free,0.0,,5.5¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03044200,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae Oncorhynchus apache, and Oncorhynchus chrysogaster)","[""kg""]",Free,0.0,,5.5¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03044300,"Flat Fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae, and Citharidae)",,Free,0.0,,5.5¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03044400,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",,Free,0.0,,5.5¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03044500,Swordfish (Xiphias gladius),"[""kg""]",Free,0.0,,5.5¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03044600,Toothfish (Dissostichus spp.),"[""kg""]",Free,0.0,,5.5¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03044700,Dogfish and other sharks,"[""kg""]",Free,0.0,,5.5¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03044800,Rays and skates (Rajidae),"[""kg""]",Free,0.0,,5.5¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03044901,Other,,Free,0.0,,5.5¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03045101,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",,Free,0.0,,5.5¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03045200,Salmonidae,,Free,0.0,,5.5¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
03045300,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",,Free,0.0,,5.5¢/kg,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
